,hi-en,hi
6916,zwyndrecht,ज़ॉएन्ड्रेच
6917,punishment,सज़ा
6918,deat,मौत
6919,bidupur,बिदुपुर
6920,naajida,नाजिदा
6921,baidehi,बैदेहि
6922,patang,पतंगा
6923,bijakjode,बिज़क्ज़ाडे
6924,bilapur,बिलपुर
6925,leedas,लीड्‍स
6926,julfkaar,ज़ुल्फ़कार
6927,chiklathan,चिकलथन
6928,bard,बर्द
6929,sayar,सायार
6930,goggle,गैगल
6931,gearing,गियरिंग
6932,shakil,शकील
6933,april,एप्रिल
6934,skank,श्कॉक
6935,eeen,इन
6936,logic,लॉजिक
6937,philosophy,फिलोसफी
6938,luckhurst,लकहर्स्ट
6939,gabon,गाबोन
6940,salimah,सलीमाह
6941,ekatan,एकतन
6942,dhulajee,धुलजी
6943,wanhderer,पथिक
6944,krishnakali,कृष्णकली
6945,odenberg,ऑडेनबर्ग
6946,geronimo,गेरोनिमो
6947,blot,दाग
6948,khwaja,ख्वाजा
6949,nizamuddin,निज़ामुद्दीन
6950,chishti,चिस्ती
6951,wafiyah,वाफियाह
6952,maad,माड़
6953,nadaleen,नडालीन
6954,kovilar,कोविलर
6955,majd,मज्द
6956,ekambir,एकमबीर
6957,salwaan,सल्वान
6958,henkel,हेंकल
6959,onega,उनेगा
6960,lisbon,लिस्बन
6961,portela,पोर्टेला
6962,jahan,जहाँ
6963,kulachi,कुलाची
6964,model,मॉडेल
6965,chamundeswari,चमुनदेस्वरी
6966,sagan,सगन
6967,neeraja,नीरजा
6968,wahab,वहाब
6969,triyama,त्रियामा
6970,vektan,वेकटन
6971,gorkhpur,गोरखपुर
6972,signal,सिग्नल
6973,jimnasticks,जिमनास्टिक्स
6974,rakiba,रकीब
6975,bijanour,बिजनौर
6976,rocket,रॉकेट
6977,efrodayit,एफ्रोडाइट
6978,sagar,सागर
6979,sepika,सेपिक
6980,pollutus,फ्ल्यूट्स
6981,canenagra,कनेनगरा
6982,gran,ग्रान
6983,canaria,कनारिया
6984,galan,गलन
6985,sher,शेर
6986,kaindi,कैंडी
6987,kaunrad,कौनराड
6988,gahra,गहरा
6989,jakham,ज़ख्म
6990,trinidad,त्रिनिदाद
6991,tobgo,टोबॅगो
6992,phalwal,फलेवाल
6993,dabir,डबीर
6994,ivant,इवांथ
6995,plainfield,प्लेनफिल्ड
6996,baybal,बायबल
6997,sugandh,सुगंध
6998,rajar,रॉजर
6999,tolchard,टोल्चार्ड
7000,pramiti,प्रमिति
7001,ratul,रतुल
7002,sourabhi,सौरभि
7003,gmn,गमन
7004,mithil,मिथिल
7005,mkati,मकाती
7006,faiz,फैज़
7007,bacheli,बचेली
7008,comcast,कॉमकास्ट
7009,fred,फ्रेड
7010,titumus,टिटमस
7011,ovarasis,ओवरसीस
7012,jahid,ज़ाहिद
7013,landes,लॉनडेस
7014,photography,फोटोग्राफी
7015,selvin,सेल्विन
7016,somendra,सोमेंद्र
7017,babrala,बाब्रला
7018,anandamayi,आनंदमयी
7019,from,से
7020,won,जीता
7021,thirumurthi,थिरुमूर्थी
7022,camel,कारमेल
7023,stenislas,स्टेनिस्लॉस
7024,mumbai,मुम्बई
7025,sompal,सोमपाल
7026,melison,मेलिसन
7027,sete,सेटे
7028,sidatus,सिडाडेस
7029,masuumaha,मसूमाह
7030,kashmakash,कश्मकश
7031,gaali,गाली
7032,pharza,फर्ज़
7033,kanoon,कानून
7034,sipahsalaar,सिपहसलार
7035,bretagne,ब्रेटाग्ने
7036,pomoeliya,पामेलिया
7037,sindur,सिंदूर
7038,gun,बंदूक
7039,garwah,गढ़वा
7040,worship,पूजा
7041,flower,फूल
7042,bheautiful,खूबसूरत
7043,vico,विको
7044,tandem,टैंडम
7045,cycling,सायकलिंग
7046,vageesh,वागीश
7047,rupaye,रुपए
7048,rai,रॉय
7049,fredriquez,फ्रेडरिक्स
7050,wethika,वीथिका
7051,yud,युद्ध
7052,alipur,अलीपुर
7053,dwar,द्वार
7054,gachipura,गच्चीपुरा
7055,dabhora,दभौरा
7056,kulthum,कुलथुम
7057,markat,मरकत
7058,kilmore,किलमोर
7059,kabeerah,कबीराह
7060,vilda,विल्डा
7061,iceling,ऐस्लिंग
7062,elizabeth,एलिज़ाबेथ
7063,dol,डोल
7064,mujrim,मुजरिम
7065,sin,सैन
7066,remo,रेमो
7067,music,म्युज़िक
7068,fesival,फेस्टिवल
7069,shikairi,शिकारी
7070,dalseena,डल्सिना
7071,aathtvale,आठवले
7072,pens,पेन्स
7073,vanlvarin,वॉल्वरिन
7074,egg,यैंग
7075,jayvanti,जयवंती
7076,mathilda,मथिल्डा
7077,jailiya,जैलिया
7078,hurmat,हुरमत
7079,slogam,स्लोकम
7080,veens,विंस
7081,hug,हॉग
7082,smaram,स्मरम
7083,culbhushna,कुलभूषण
7084,ati,अति
7085,vishishta,विशिष्ट
7086,sewa,सेवा
7087,riki,रिकी
7088,kashelekar,कशेलीकर
7089,livenen,लैवनन
7090,rachita,रचिता
7091,kiran,किरण
7092,bedi,बेदी
7093,hatimtai,हातिमताई
7094,khalil,खलील
7095,vimog,विमोघ
7096,badarpur,बदरपुर
7097,chini,चीनी
7098,jaadugar,जादूगर
7099,jegleen,जैजलिन
7100,nankana,ननकाना
7101,archidis,आर्केडिस
7102,abhba,आभा
7103,roan,रोन
7104,mrutyunjay,मृत्युंजय
7105,aerabela,एराबेला
7106,sudhanshu,सुधांशु
7107,tainth,दाँत
7108,gopecaint,गोपीचंद
7109,jachoose,जासूस
7110,greenigh,ग्रीनिज
7111,exakailiber,एक्सकैलिबर
7112,bruekalin,ब्रुकल‍िन
7113,mugieum,म्युज़ियम
7114,geeti,गीति
7115,eger,ऐगर
7116,chitrekha,चित्ररेखा
7117,braken,ब्रेकन
7118,masani,मसानी
7119,almlhakhurd,आम्लाखुर्द
7120,maining,मैनिंग
7121,suji,सूजी
7122,mutayyib,मुताय्यिब
7123,vardha,वर्धा
7124,anandh,आनंद
7125,aenet,एनेट
7126,badansiba,बद‍नसीब
7127,anil,अनिल
7128,dalpat,दल्पत
7129,basraayi,बसराई
7130,muyed,मुएद
7131,sudeepa,सुदीपा
7132,geof,जिऑफ
7133,wagmita,वाग्मिता
7134,brayla,ब्रायला
7135,choursi,चौरसी
7136,carale,कराले
7137,absr,आबशर
7138,swarupa,स्वरूपा
7139,auraiya,औरैया
7140,kannauj,कन्नौज
7141,biz,बिज
7142,vuren,व्युरेन
7143,doren,डॉरेन
7144,gough,गॉ
7145,arch,आर्क
7146,jahaj,जाहज
7147,fuso,फूसो
7148,dandeli,डांडेली
7149,hescal,हैस्कल
7150,ojarkhed,ओज़रखेद
7151,ebra,एब्रा
7152,saras,सरस
7153,muskura,मुस्कुरा
7154,aakhi,आधी
7155,rayane,रयानएअर
7156,bhenavaliya,भिनवालिया
7157,patro,पेड्रो
7158,edamerailte,एडमिरैल्टी
7159,muhayameen,मुहायमीन
7160,peyalee,पियाली
7161,anitaigh,अनितेज
7162,gajali,गज़ाली
7163,kanig,कॉनिग
7164,igleewamit,क्लीवेंट
7165,cairon,कैरोन
7166,nicco,निको
7167,palako,पलकों
7168,aurvashey,और्वशेय
7169,raahgeer,राहगीर
7170,magaahinga,मगाहिंगा
7171,gorilla,गोरिल्ला
7172,kira,किरा
7173,lutus,लूट्स
7174,basman,बॉसमन
7175,pahla,पहला
7176,extrazeneka,एस्ट्राज़ेनेका
7177,kairi,कैरी
7178,mueseum,म्युज़ियम
7179,endhropology,एन्थ्रोपॉलॉजी
7180,arabian,अरेबियन
7181,nigt,नाइट
7182,pep,पेप
7183,capivara,कैपीवारा
7184,maude,मौडे
7185,linda,लिंडा
7186,ronstadt,रॉन्सडेट
7187,football,फुटबॉल
7188,impatient,बेताब
7189,aawara,आवारा
7190,abeera,अबीरा
7191,mjedar,मजेदार
7192,dapeng,डापेन्ग
7193,ramashray,रामाश्रय
7194,maandsheyr,मॉन्टशायर
7195,mitti,मिट्टी
7196,khillone,खिलौने
7197,phaltan,फल्टन
7198,rukmini,रुक्मणी
7199,merk,मर्क
7200,smita,स्मिता
7201,haaron,हारून
7202,kelvin,केल्विन
7203,firefly,जुगनू
7204,board,मंडल
7205,kanwaljeet,कंवलजीत
7206,griffin,ग्रिफिन
7207,poetry,पोएट्री
7208,faseeh,फसीह
7209,dalmera,डलमेरा
7210,hathkadi,हथकड़ी
7211,interceptor,इंटरसेपटर
7212,murdabad,मुरादाबाद
7213,emet,एमेट
7214,arctic,आर्कटिक
7215,aoshan,ओशन
7216,bansipur,बंसीपुर
7217,maa,माँ
7218,bachhe,बच्चे
7219,shahar,शहर
7220,jadu,जादू
7221,bahoo,बहू
7222,aisee,ऐसी
7223,vartamanam,वर्तमानम
7224,jayaprada,जयप्रदा
7225,baink,बैंक
7226,america,अमेरिका
7227,santer,सेन्टर
7228,goresuvr,गोरेसुवर
7229,hockey,हॉकी
7230,raghuvansh,रघुवंश
7231,dewalgaon,देवालगांव
7232,cat,बिल्ली
7233,diamond,हीरों
7234,lajvanti,लाजवंती
7235,makhdoom,मखदूम
7236,roods,रोड्स
7237,dendola,डैंडोलो
7238,magret,माग्रेट
7239,bahong,बाहों
7240,midway,मिडवे
7241,loikoris,लाइकोरिस
7242,doss,दास
7243,jand,जंड
7244,vali,वली
7245,chah,छह
7246,bete,बेटे
7247,laagu,लागुआन्स
7248,zempoala,ज़ेम्पोआला
7249,milo,मिलो
7250,cioda,चियोदा
7251,guajira,गुआजिरा
7252,clifton,क्लिफ्टन
7253,selkirk,सेलक्रिक
7254,dorothea,डोरोथिया
7255,famine,अकाल
7256,bunga,बुंगा
7257,dino,डीनो
7258,bear,बेयर
7259,shokaghn,शोकघ्न
7260,jill,जिल
7261,phadatare,फडतरे
7262,kripal,कृपाल
7263,liverpool,लिवरपूल
7264,wes,वेस
7265,devnath,देवनाथ
7266,vaig,वैद्य
7267,pulis,पुलिस
7268,hilier,हिलियर
7269,signi,सिग्नी
7270,fujaee,फुजाई
7271,arasur,अरासुर
7272,jeeno,जीनो
7273,bashbeak,बॉशबीक
7274,deravar,डेरावर
7275,rajam,राजम
7276,raisah,रईसाह
7277,anmol,अनमोल
7278,sitare,सितारे
7279,sartaj,सरताज
7280,rajat,रजत
7281,arbana,अरबाना
7282,naved,नावेद
7283,ashraf,अशरफ
7284,masoom,मासूम
7285,mamd,मॉट
7286,aah,आह
7287,belapur,बेलापुर
7288,betag,बेदाग
7289,sultanate,सल्तनत
7290,kamraj,कामराज
7291,hughes,ह्यूज
7292,fico,फीको
7293,wadali,वडाली
7294,porhugl,पोर्तुगल
7295,hawsab,हौशाब
7296,kashi,काशी
7297,simba,सिंबा
7298,mason,मेसन
7299,kregn,क्रेग
7300,ping,पिंग
7301,pong,पॉन्ग
7302,prhitha,पृथा
7303,manimuktanadhi,मणिमुक्तानधी
7304,bakhtiyarpur,बख्तियारपुर
7305,real,सच्चा
7306,jograj,जोगराज
7307,pole,पोल
7308,walting,वॉल्टिंग
7309,loretta,लोरेट्टा
7310,daler,दलेर
7311,yokado,योकाडो
7312,disco,डिस्को
7313,mannan,मन्नान
7314,badsha,बादशाह
7315,brijija,ब्रिजि‍ज
7316,ankush,अंकुश
7317,shashank,शशांक
7318,kiloskar,किर्लोस्कर
7319,kaami,कॉमी
7320,darpad,दर्पद
7321,grid,ग्रिड
7322,samrah,समराह
7323,shammah,शममाह
7324,karter,कार्टर
7325,dudhanhi,दूधानी
7326,sahishnu,सहिष्णु
7327,mashood,मशूद
7328,tony,टोनी
7329,opatha,ओपाथा
7330,mishael,मिशेल
7331,nanstredams,नॉस्ट्रेडमस
7332,riya,रिया
7333,shergill,शेरगिल
7334,sapre,सप्रे
7335,rochefort,रॉचेफोर्ट
7336,kmrn,कमरन
7337,akmal,अकमल
7338,palekar,पालेकर
7339,toktogul,टोक्टोगुल
7340,industry,इंडस्ट्री
7341,chinchor,चिंचोरे
7342,kanya,कन्या
7343,swagata,स्वागता
7344,tousiff,तौसीफ
7345,mohin,मोहिन
7346,akshan,अकशान
7347,sparsh,स्पर्श
7348,baragaav,बरागांव
7349,ajjah,अज़्ज़ाह
7350,bhaton,भटों
7351,gali,गली
7352,dante,दांते
7353,greecelda,ग्रिसेल्डा
7354,kaiser,कैसर
7355,paris,पेरिस
7356,aurle,ऑरले
7357,welhym,वेल्हैम
7358,galars,गर्ल्स
7359,choki,चोकी
7360,sorath,सोरथ
7361,harshat,हर्षत
7362,maithyuj,मैथ्यूज
7363,praveen,प्रवीण
7364,thiya,थिया
7365,devariya,देवरिया
7366,haing,हैंग
7367,raayi,राई
7368,rugero,रुगेरो
7369,lariya,लॉरिया
7370,chore,चोर
7371,pulish,पुलिस
7372,mairlin,मर्लिन
7373,igvelay,क्वीले
7374,piegam,पैगाम
7375,kuntay,कुंटे
7376,gananayaik,गणनायक
